State,count
GUJARAT,14
DELHI,10
MAHARASHTRA,7
TAMIL NADU,5
WEST BENGAL,5
JAMMU & KASHMIR,4
KARNATAKA,4
PUNJAB,3
ASSAM,2
CHANDIGARH,2
TELANGANA,2
CHHATTISGARH,2
HIMACHAL PRADESH,2
ODISHA,2
UTTARAKHAND,1
PUDUCHERRY,1
UTTAR PRADESH,1
MIZORAM,1
KERALA,1
GOA,1
MADHYA PRADESH,1
NAGALAND,1
HARYANA,1
MANIPUR,1
RAJASTHAN,1
SIKKIM,1
ANDHRA PRADESH,1
BIHAR,1
MEGHALAYA,1
TRIPURA,1
JHARKHAND,1
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
