State,count
DELHI,62
UTTAR PRADESH,28
UTTARAKHAND,19
HIMACHAL PRADESH,15
ASSAM,11
MAHARASHTRA,10
GUJARAT,9
RAJASTHAN,8
BIHAR,6
KARNATAKA,5
MADHYA PRADESH,4
PUNJAB,3
ANDHRA PRADESH,3
JAMMU & KASHMIR,2
TAMIL NADU,2
WEST BENGAL,2
DADRA AND NAGAR HAVELI,1
JHARKHAND,1
CHHATTISGARH,1
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
ODISHA,0
PUDUCHERRY,0
GOA,0
TELANGANA,0
ARUNACHAL PRADESH,0
JAMMU AND KASHMIR,0
SIKKIM,0
KERALA,0
DAMAN AND DIU,0
CHANDIGARH,0
TRIPURA,0
NAGALAND,0
HARYANA,0
MANIPUR,0
MEGHALAYA,0
LAKSHADWEEP,0
