State,count
DELHI,114
KERALA,37
TAMIL NADU,28
UTTAR PRADESH,24
BIHAR,24
ODISHA,22
JHARKHAND,15
ANDHRA PRADESH,12
UTTARAKHAND,12
GUJARAT,10
RAJASTHAN,10
TELANGANA,9
MAHARASHTRA,9
MADHYA PRADESH,8
WEST BENGAL,7
CHHATTISGARH,7
HARYANA,6
KARNATAKA,6
HIMACHAL PRADESH,4
ASSAM,3
MANIPUR,2
PUNJAB,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
GOA,0
ARUNACHAL PRADESH,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
CHANDIGARH,0
TRIPURA,0
NAGALAND,0
MEGHALAYA,0
SIKKIM,0
LAKSHADWEEP,0
