State,count
MAHARASHTRA,28
DELHI,12
GUJARAT,12
KARNATAKA,8
TELANGANA,7
UTTAR PRADESH,5
RAJASTHAN,4
PUNJAB,4
HARYANA,4
MADHYA PRADESH,3
WEST BENGAL,3
HIMACHAL PRADESH,2
ASSAM,2
GOA,2
JAMMU & KASHMIR,2
KERALA,2
TAMIL NADU,2
SIKKIM,1
ODISHA,1
UTTARAKHAND,1
CHANDIGARH,1
ANDHRA PRADESH,1
BIHAR,1
JHARKHAND,1
CHHATTISGARH,1
MEGHALAYA,1
TRIPURA,1
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
MIZORAM,0
MANIPUR,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
NAGALAND,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
