State,count
ANDHRA PRADESH,27
MAHARASHTRA,21
TELANGANA,11
DELHI,8
UTTAR PRADESH,4
CHANDIGARH,4
KARNATAKA,4
TAMIL NADU,3
RAJASTHAN,3
ODISHA,3
HARYANA,2
GUJARAT,2
WEST BENGAL,1
KERALA,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
HIMACHAL PRADESH,0
MIZORAM,0
PUDUCHERRY,0
DAMAN AND DIU,0
GOA,0
ASSAM,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
PUNJAB,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
JHARKHAND,0
MADHYA PRADESH,0
