State,count
RAJASTHAN,28
MAHARASHTRA,24
GUJARAT,23
MADHYA PRADESH,20
CHHATTISGARH,16
UTTAR PRADESH,15
HARYANA,14
ANDHRA PRADESH,13
KARNATAKA,13
WEST BENGAL,9
ODISHA,8
TAMIL NADU,6
PUNJAB,5
HIMACHAL PRADESH,5
BIHAR,4
UTTARAKHAND,2
TELANGANA,2
DELHI,1
KERALA,1
ARUNACHAL PRADESH,0
NAGALAND,0
ANDAMAN AND NICOBAR ISLANDS,0
MEGHALAYA,0
PUDUCHERRY,0
ASSAM,0
GOA,0
JAMMU AND KASHMIR,0
JHARKHAND,0
SIKKIM,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
TRIPURA,0
DAMAN AND DIU,0
CHANDIGARH,0
MANIPUR,0
LAKSHADWEEP,0
