State,count
DELHI,28
GUJARAT,26
ANDHRA PRADESH,25
WEST BENGAL,21
BIHAR,19
UTTAR PRADESH,19
KARNATAKA,18
TAMIL NADU,17
MAHARASHTRA,16
PUNJAB,15
MADHYA PRADESH,15
TELANGANA,15
RAJASTHAN,12
UTTARAKHAND,11
ASSAM,10
ODISHA,6
TRIPURA,5
HIMACHAL PRADESH,5
GOA,5
HARYANA,5
CHHATTISGARH,5
JAMMU & KASHMIR,5
KERALA,4
JHARKHAND,2
MEGHALAYA,2
ARUNACHAL PRADESH,2
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
CHANDIGARH,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
