State,count
WEST BENGAL,48
DELHI,47
JHARKHAND,45
ODISHA,23
MADHYA PRADESH,22
CHHATTISGARH,16
GUJARAT,12
ASSAM,11
UTTAR PRADESH,8
KARNATAKA,7
MAHARASHTRA,5
KERALA,4
TAMIL NADU,4
PUNJAB,3
HARYANA,3
JAMMU & KASHMIR,2
GOA,2
CHANDIGARH,2
NAGALAND,1
BIHAR,1
ANDHRA PRADESH,1
SIKKIM,1
UTTARAKHAND,0
MANIPUR,0
DAMAN AND DIU,0
RAJASTHAN,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
JAMMU AND KASHMIR,0
TELANGANA,0
PUDUCHERRY,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
