State,count
MAHARASHTRA,40
DELHI,28
GUJARAT,25
TAMIL NADU,16
RAJASTHAN,15
ANDHRA PRADESH,14
TELANGANA,13
KARNATAKA,10
UTTAR PRADESH,10
JHARKHAND,9
PUNJAB,8
MADHYA PRADESH,8
BIHAR,8
WEST BENGAL,8
ODISHA,5
CHANDIGARH,5
KERALA,4
HARYANA,3
UTTARAKHAND,3
PUDUCHERRY,3
JAMMU & KASHMIR,2
GOA,2
CHHATTISGARH,1
HIMACHAL PRADESH,1
MEGHALAYA,1
ASSAM,1
TRIPURA,1
SIKKIM,0
ANDAMAN AND NICOBAR ISLANDS,0
MIZORAM,0
ARUNACHAL PRADESH,0
MANIPUR,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
JAMMU AND KASHMIR,0
NAGALAND,0
LAKSHADWEEP,0
