State,count
DELHI,68
PUNJAB,20
RAJASTHAN,17
MAHARASHTRA,15
MADHYA PRADESH,8
JHARKHAND,8
HARYANA,8
KARNATAKA,7
GUJARAT,7
UTTAR PRADESH,7
GOA,5
KERALA,5
TAMIL NADU,5
BIHAR,5
ANDHRA PRADESH,4
ASSAM,4
CHHATTISGARH,3
TELANGANA,3
WEST BENGAL,3
MIZORAM,2
SIKKIM,2
MANIPUR,2
TRIPURA,2
NAGALAND,2
ARUNACHAL PRADESH,2
HIMACHAL PRADESH,1
ODISHA,1
JAMMU & KASHMIR,1
CHANDIGARH,1
JAMMU AND KASHMIR,1
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
UTTARAKHAND,0
MEGHALAYA,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
