State,count
DELHI,60
GUJARAT,51
ODISHA,39
ASSAM,35
HARYANA,20
UTTAR PRADESH,14
BIHAR,11
MAHARASHTRA,7
WEST BENGAL,7
PUNJAB,5
ANDHRA PRADESH,5
RAJASTHAN,4
PUDUCHERRY,3
TAMIL NADU,3
CHHATTISGARH,2
GOA,2
CHANDIGARH,2
KARNATAKA,2
ANDAMAN AND NICOBAR ISLANDS,1
TRIPURA,1
ARUNACHAL PRADESH,1
JAMMU AND KASHMIR,1
TELANGANA,1
JHARKHAND,1
MIZORAM,0
HIMACHAL PRADESH,0
LAKSHADWEEP,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
KERALA,0
DAMAN AND DIU,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
MEGHALAYA,0
MADHYA PRADESH,0
