State,count
DELHI,47
HARYANA,21
ODISHA,19
MADHYA PRADESH,18
BIHAR,15
MAHARASHTRA,14
GUJARAT,11
ANDHRA PRADESH,11
JHARKHAND,9
RAJASTHAN,9
KARNATAKA,7
SIKKIM,7
ASSAM,5
PUDUCHERRY,4
TAMIL NADU,4
PUNJAB,4
MANIPUR,3
CHHATTISGARH,3
TRIPURA,2
HIMACHAL PRADESH,1
ARUNACHAL PRADESH,1
JAMMU AND KASHMIR,0
UTTAR PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
TELANGANA,0
GOA,0
WEST BENGAL,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
JAMMU & KASHMIR,0
KERALA,0
DAMAN AND DIU,0
CHANDIGARH,0
UTTARAKHAND,0
NAGALAND,0
MEGHALAYA,0
LAKSHADWEEP,0
