State,count
TAMIL NADU,31
KARNATAKA,11
SIKKIM,8
DELHI,6
UTTARAKHAND,6
MAHARASHTRA,4
WEST BENGAL,2
GOA,2
TELANGANA,2
BIHAR,1
KERALA,1
GUJARAT,1
RAJASTHAN,1
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
PUDUCHERRY,0
MIZORAM,0
DAMAN AND DIU,0
HIMACHAL PRADESH,0
ASSAM,0
UTTAR PRADESH,0
LAKSHADWEEP,0
CHANDIGARH,0
NAGALAND,0
HARYANA,0
MANIPUR,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
PUNJAB,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
JHARKHAND,0
ODISHA,0
MADHYA PRADESH,0
