State,count
MAHARASHTRA,11
RAJASTHAN,3
GUJARAT,2
WEST BENGAL,2
KARNATAKA,2
KERALA,1
DELHI,1
TAMIL NADU,1
GOA,0
ASSAM,0
UTTARAKHAND,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
PUDUCHERRY,0
JAMMU & KASHMIR,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
DAMAN AND DIU,0
CHANDIGARH,0
LAKSHADWEEP,0
NAGALAND,0
HARYANA,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
PUNJAB,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
TELANGANA,0
CHHATTISGARH,0
JHARKHAND,0
ODISHA,0
MADHYA PRADESH,0
