State,count
KARNATAKA,20
TAMIL NADU,6
MAHARASHTRA,6
DELHI,6
GUJARAT,4
UTTARAKHAND,4
NAGALAND,3
ASSAM,2
GOA,2
KERALA,2
RAJASTHAN,2
MADHYA PRADESH,2
ODISHA,2
MEGHALAYA,2
TELANGANA,2
WEST BENGAL,2
PUNJAB,1
MIZORAM,1
HIMACHAL PRADESH,1
JHARKHAND,1
CHHATTISGARH,1
UTTAR PRADESH,1
ARUNACHAL PRADESH,1
CHANDIGARH,1
TRIPURA,1
HARYANA,1
MANIPUR,1
SIKKIM,1
BIHAR,1
DAMAN AND DIU,0
ANDHRA PRADESH,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
