State,count
MAHARASHTRA,19
UTTARAKHAND,9
RAJASTHAN,6
DELHI,3
KARNATAKA,2
ANDHRA PRADESH,2
UTTAR PRADESH,1
MADHYA PRADESH,1
TELANGANA,1
JHARKHAND,1
BIHAR,1
ASSAM,0
GOA,0
PUDUCHERRY,0
DAMAN AND DIU,0
GUJARAT,0
HIMACHAL PRADESH,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
KERALA,0
TAMIL NADU,0
CHANDIGARH,0
NAGALAND,0
HARYANA,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
PUNJAB,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
ODISHA,0
LAKSHADWEEP,0
