State,count
RAJASTHAN,82
UTTARAKHAND,9
GUJARAT,8
MAHARASHTRA,7
KARNATAKA,7
TAMIL NADU,5
ANDHRA PRADESH,3
JHARKHAND,2
ODISHA,1
GOA,1
DELHI,1
PUNJAB,1
HARYANA,1
HIMACHAL PRADESH,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
MIZORAM,0
UTTAR PRADESH,0
PUDUCHERRY,0
DAMAN AND DIU,0
ASSAM,0
KERALA,0
LAKSHADWEEP,0
CHANDIGARH,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
TELANGANA,0
CHHATTISGARH,0
MADHYA PRADESH,0
