State,count
DELHI,62
GUJARAT,41
TRIPURA,41
ASSAM,33
RAJASTHAN,29
MAHARASHTRA,14
KARNATAKA,12
GOA,11
ANDHRA PRADESH,8
HARYANA,7
UTTARAKHAND,7
JHARKHAND,7
WEST BENGAL,6
BIHAR,5
ARUNACHAL PRADESH,5
ODISHA,5
MADHYA PRADESH,5
TAMIL NADU,4
TELANGANA,4
JAMMU & KASHMIR,3
CHHATTISGARH,3
UTTAR PRADESH,3
CHANDIGARH,2
HIMACHAL PRADESH,2
KERALA,2
PUNJAB,2
MEGHALAYA,2
MANIPUR,1
NAGALAND,1
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
MIZORAM,0
SIKKIM,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
