State,count
DELHI,15
CHHATTISGARH,6
TELANGANA,6
RAJASTHAN,6
ANDHRA PRADESH,5
MEGHALAYA,5
MAHARASHTRA,5
MIZORAM,4
CHANDIGARH,4
UTTARAKHAND,4
ARUNACHAL PRADESH,4
NAGALAND,4
UTTAR PRADESH,2
ODISHA,2
BIHAR,1
ASSAM,1
HARYANA,1
WEST BENGAL,1
KARNATAKA,1
JHARKHAND,1
JAMMU & KASHMIR,1
MADHYA PRADESH,1
HIMACHAL PRADESH,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
GOA,0
GUJARAT,0
TAMIL NADU,0
DADRA AND NAGAR HAVELI,0
KERALA,0
DAMAN AND DIU,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
PUNJAB,0
TRIPURA,0
LAKSHADWEEP,0
