State,count
GUJARAT,27
MAHARASHTRA,9
TELANGANA,7
DELHI,7
PUNJAB,7
ANDHRA PRADESH,7
KARNATAKA,6
RAJASTHAN,6
ODISHA,5
WEST BENGAL,4
JAMMU & KASHMIR,4
BIHAR,4
UTTAR PRADESH,4
JHARKHAND,4
ASSAM,4
NAGALAND,4
UTTARAKHAND,3
HARYANA,3
PUDUCHERRY,2
KERALA,2
CHANDIGARH,2
SIKKIM,2
MANIPUR,2
MEGHALAYA,2
TRIPURA,2
TAMIL NADU,2
GOA,1
MADHYA PRADESH,1
MIZORAM,1
ARUNACHAL PRADESH,1
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
