State,count
MAHARASHTRA,51
MADHYA PRADESH,24
TELANGANA,20
TAMIL NADU,15
CHANDIGARH,14
RAJASTHAN,14
UTTAR PRADESH,10
UTTARAKHAND,10
GUJARAT,9
PUNJAB,8
ODISHA,8
ASSAM,6
HARYANA,6
WEST BENGAL,5
DELHI,5
KARNATAKA,4
BIHAR,4
ANDHRA PRADESH,3
JHARKHAND,3
KERALA,3
GOA,1
TRIPURA,1
JAMMU & KASHMIR,1
MIZORAM,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
NAGALAND,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
CHHATTISGARH,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
MEGHALAYA,0
ARUNACHAL PRADESH,0
LAKSHADWEEP,0
