State,count
GOA,75
RAJASTHAN,54
KARNATAKA,19
ODISHA,15
DELHI,9
GUJARAT,8
TAMIL NADU,6
MAHARASHTRA,5
CHHATTISGARH,5
PUNJAB,4
ANDHRA PRADESH,3
JHARKHAND,3
MADHYA PRADESH,2
UTTARAKHAND,2
UTTAR PRADESH,2
ASSAM,1
HARYANA,1
TELANGANA,1
SIKKIM,1
LAKSHADWEEP,0
JAMMU & KASHMIR,0
ARUNACHAL PRADESH,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
TRIPURA,0
WEST BENGAL,0
HIMACHAL PRADESH,0
MANIPUR,0
MEGHALAYA,0
NAGALAND,0
BIHAR,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
KERALA,0
