State,count
DELHI,45
JHARKHAND,43
WEST BENGAL,41
MADHYA PRADESH,22
ODISHA,22
GOA,20
GUJARAT,14
ASSAM,13
CHHATTISGARH,13
UTTAR PRADESH,8
KARNATAKA,6
MAHARASHTRA,5
TAMIL NADU,4
KERALA,3
PUNJAB,3
HARYANA,3
CHANDIGARH,2
JAMMU & KASHMIR,2
ANDHRA PRADESH,1
NAGALAND,1
SIKKIM,1
BIHAR,1
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
TRIPURA,0
DAMAN AND DIU,0
MEGHALAYA,0
HIMACHAL PRADESH,0
JAMMU AND KASHMIR,0
UTTARAKHAND,0
MIZORAM,0
MANIPUR,0
PUDUCHERRY,0
RAJASTHAN,0
LAKSHADWEEP,0
ARUNACHAL PRADESH,0
TELANGANA,0
