State,count
MAHARASHTRA,6
GUJARAT,4
SIKKIM,1
GOA,1
JHARKHAND,0
DELHI,0
MEGHALAYA,0
HIMACHAL PRADESH,0
JAMMU & KASHMIR,0
WEST BENGAL,0
DADRA AND NAGAR HAVELI,0
UTTARAKHAND,0
MIZORAM,0
CHANDIGARH,0
PUDUCHERRY,0
RAJASTHAN,0
ASSAM,0
MADHYA PRADESH,0
TAMIL NADU,0
UTTAR PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
BIHAR,0
ARUNACHAL PRADESH,0
ANDHRA PRADESH,0
HARYANA,0
TRIPURA,0
KARNATAKA,0
NAGALAND,0
PUNJAB,0
JAMMU AND KASHMIR,0
TELANGANA,0
DAMAN AND DIU,0
LAKSHADWEEP,0
ODISHA,0
MANIPUR,0
CHHATTISGARH,0
KERALA,0
