State,count
DELHI,39
HARYANA,18
MADHYA PRADESH,17
ODISHA,15
BIHAR,11
MAHARASHTRA,10
ANDHRA PRADESH,9
GUJARAT,9
RAJASTHAN,8
ASSAM,6
SIKKIM,5
JHARKHAND,5
TAMIL NADU,4
PUDUCHERRY,4
KARNATAKA,4
PUNJAB,3
MANIPUR,3
GOA,2
TRIPURA,2
CHHATTISGARH,2
ARUNACHAL PRADESH,1
HIMACHAL PRADESH,1
UTTARAKHAND,0
MIZORAM,0
JAMMU & KASHMIR,0
WEST BENGAL,0
CHANDIGARH,0
UTTAR PRADESH,0
MEGHALAYA,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
NAGALAND,0
KERALA,0
