State,count
DELHI,59
UTTAR PRADESH,28
UTTARAKHAND,19
ASSAM,11
HIMACHAL PRADESH,10
MAHARASHTRA,10
RAJASTHAN,8
BIHAR,6
GUJARAT,6
KARNATAKA,5
PUNJAB,5
GOA,5
MADHYA PRADESH,4
ANDHRA PRADESH,3
JAMMU & KASHMIR,2
WEST BENGAL,2
TAMIL NADU,2
CHHATTISGARH,1
DADRA AND NAGAR HAVELI,1
JHARKHAND,1
ODISHA,0
TELANGANA,0
ARUNACHAL PRADESH,0
DAMAN AND DIU,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
LAKSHADWEEP,0
MANIPUR,0
JAMMU AND KASHMIR,0
HARYANA,0
MEGHALAYA,0
SIKKIM,0
TRIPURA,0
NAGALAND,0
ANDAMAN AND NICOBAR ISLANDS,0
KERALA,0
