State,count
MAHARASHTRA,27
DELHI,12
GUJARAT,11
GOA,10
KARNATAKA,7
TELANGANA,6
PUNJAB,4
UTTAR PRADESH,4
HARYANA,4
MADHYA PRADESH,3
RAJASTHAN,3
WEST BENGAL,3
KERALA,2
TAMIL NADU,2
ASSAM,2
JAMMU & KASHMIR,2
HIMACHAL PRADESH,2
CHANDIGARH,1
UTTARAKHAND,1
MEGHALAYA,1
SIKKIM,1
BIHAR,1
CHHATTISGARH,1
ODISHA,1
ANDHRA PRADESH,1
TRIPURA,1
JHARKHAND,1
NAGALAND,0
ARUNACHAL PRADESH,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
MANIPUR,0
MIZORAM,0
LAKSHADWEEP,0
PUDUCHERRY,0
DAMAN AND DIU,0
