State,count
DELHI,85
KERALA,30
UTTAR PRADESH,24
TAMIL NADU,22
ODISHA,21
BIHAR,19
JHARKHAND,15
ANDHRA PRADESH,12
UTTARAKHAND,11
MADHYA PRADESH,9
RAJASTHAN,9
MAHARASHTRA,9
GUJARAT,9
WEST BENGAL,8
TELANGANA,8
CHHATTISGARH,6
KARNATAKA,6
HARYANA,6
HIMACHAL PRADESH,4
GOA,3
ASSAM,3
MANIPUR,2
TRIPURA,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
NAGALAND,0
SIKKIM,0
JAMMU & KASHMIR,0
MEGHALAYA,0
DAMAN AND DIU,0
ARUNACHAL PRADESH,0
PUNJAB,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
DADRA AND NAGAR HAVELI,0
