State,count
DELHI,14
GOA,11
RAJASTHAN,6
TELANGANA,6
CHHATTISGARH,6
MAHARASHTRA,5
ANDHRA PRADESH,5
MEGHALAYA,5
ARUNACHAL PRADESH,4
CHANDIGARH,4
MIZORAM,4
NAGALAND,4
UTTARAKHAND,4
ODISHA,2
UTTAR PRADESH,2
JAMMU & KASHMIR,1
MADHYA PRADESH,1
ASSAM,1
HARYANA,1
JHARKHAND,1
KARNATAKA,1
BIHAR,1
WEST BENGAL,1
LAKSHADWEEP,0
PUDUCHERRY,0
TRIPURA,0
HIMACHAL PRADESH,0
MANIPUR,0
PUNJAB,0
SIKKIM,0
GUJARAT,0
TAMIL NADU,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
KERALA,0
