State,count
DELHI,68
HARYANA,25
RAJASTHAN,19
UTTARAKHAND,18
GUJARAT,14
GOA,10
ANDHRA PRADESH,4
CHANDIGARH,4
KARNATAKA,1
WEST BENGAL,0
SIKKIM,0
MEGHALAYA,0
HIMACHAL PRADESH,0
JAMMU & KASHMIR,0
UTTAR PRADESH,0
MIZORAM,0
TAMIL NADU,0
PUDUCHERRY,0
ASSAM,0
MADHYA PRADESH,0
JHARKHAND,0
KERALA,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
PUNJAB,0
BIHAR,0
NAGALAND,0
TRIPURA,0
ARUNACHAL PRADESH,0
MAHARASHTRA,0
