State,count
MAHARASHTRA,18
TAMIL NADU,11
GUJARAT,10
GOA,9
DELHI,8
HARYANA,7
TELANGANA,6
UTTAR PRADESH,6
KARNATAKA,6
ANDHRA PRADESH,4
KERALA,2
MADHYA PRADESH,1
RAJASTHAN,1
ODISHA,1
CHANDIGARH,1
WEST BENGAL,1
JAMMU & KASHMIR,1
PUNJAB,1
MEGHALAYA,0
ASSAM,0
PUDUCHERRY,0
MIZORAM,0
UTTARAKHAND,0
HIMACHAL PRADESH,0
BIHAR,0
SIKKIM,0
ARUNACHAL PRADESH,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TRIPURA,0
NAGALAND,0
JHARKHAND,0
