State,count
DELHI,61
TRIPURA,40
GUJARAT,38
ASSAM,33
RAJASTHAN,29
GOA,23
MAHARASHTRA,14
KARNATAKA,12
ANDHRA PRADESH,8
HARYANA,7
UTTARAKHAND,7
JHARKHAND,7
WEST BENGAL,6
MADHYA PRADESH,5
BIHAR,5
ODISHA,5
ARUNACHAL PRADESH,5
TAMIL NADU,4
TELANGANA,4
JAMMU & KASHMIR,3
UTTAR PRADESH,3
CHHATTISGARH,3
MEGHALAYA,2
HIMACHAL PRADESH,2
CHANDIGARH,2
PUNJAB,2
KERALA,2
MANIPUR,1
NAGALAND,1
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
SIKKIM,0
LAKSHADWEEP,0
MIZORAM,0
PUDUCHERRY,0
DAMAN AND DIU,0
