State,count
ODISHA,69
JHARKHAND,48
GOA,18
MAHARASHTRA,10
DELHI,10
WEST BENGAL,9
BIHAR,3
MADHYA PRADESH,2
CHANDIGARH,2
GUJARAT,2
ASSAM,1
TAMIL NADU,1
KERALA,1
ANDHRA PRADESH,1
PUNJAB,1
DAMAN AND DIU,0
HIMACHAL PRADESH,0
ARUNACHAL PRADESH,0
RAJASTHAN,0
PUDUCHERRY,0
HARYANA,0
MIZORAM,0
UTTARAKHAND,0
TRIPURA,0
JAMMU & KASHMIR,0
MEGHALAYA,0
LAKSHADWEEP,0
SIKKIM,0
KARNATAKA,0
NAGALAND,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
TELANGANA,0
UTTAR PRADESH,0
