State,count
GUJARAT,33
GOA,23
ODISHA,15
MAHARASHTRA,12
RAJASTHAN,11
KERALA,8
CHHATTISGARH,7
JHARKHAND,7
KARNATAKA,6
DELHI,3
MADHYA PRADESH,1
HIMACHAL PRADESH,1
TAMIL NADU,1
PUNJAB,1
HARYANA,1
DAMAN AND DIU,0
BIHAR,0
ASSAM,0
ARUNACHAL PRADESH,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
UTTARAKHAND,0
WEST BENGAL,0
JAMMU & KASHMIR,0
MEGHALAYA,0
LAKSHADWEEP,0
SIKKIM,0
TRIPURA,0
TELANGANA,0
NAGALAND,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
MANIPUR,0
ANDHRA PRADESH,0
UTTAR PRADESH,0
