State,count
KERALA,101
MAHARASHTRA,92
DELHI,39
GOA,23
RAJASTHAN,18
UTTAR PRADESH,16
TAMIL NADU,13
KARNATAKA,11
MADHYA PRADESH,10
ASSAM,9
ODISHA,9
GUJARAT,9
WEST BENGAL,4
BIHAR,3
HARYANA,3
UTTARAKHAND,3
PUNJAB,2
CHHATTISGARH,2
JHARKHAND,2
ANDHRA PRADESH,2
SIKKIM,1
HIMACHAL PRADESH,1
CHANDIGARH,1
JAMMU & KASHMIR,1
TELANGANA,1
MIZORAM,0
PUDUCHERRY,0
ARUNACHAL PRADESH,0
MEGHALAYA,0
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
MANIPUR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
NAGALAND,0
TRIPURA,0
ANDAMAN AND NICOBAR ISLANDS,0
