State,count
GUJARAT,28
GOA,15
MAHARASHTRA,10
ANDHRA PRADESH,7
DELHI,7
PUNJAB,7
TELANGANA,7
RAJASTHAN,6
KARNATAKA,6
ODISHA,5
JAMMU & KASHMIR,5
ASSAM,4
WEST BENGAL,4
JHARKHAND,4
UTTAR PRADESH,4
BIHAR,4
HARYANA,3
NAGALAND,3
UTTARAKHAND,3
KERALA,2
CHANDIGARH,2
TAMIL NADU,2
PUDUCHERRY,2
SIKKIM,2
MEGHALAYA,2
MANIPUR,2
TRIPURA,2
CHHATTISGARH,1
MADHYA PRADESH,1
ARUNACHAL PRADESH,1
MIZORAM,1
LAKSHADWEEP,0
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
HIMACHAL PRADESH,0
