State,count
DELHI,40
GOA,14
UTTAR PRADESH,13
BIHAR,8
ASSAM,5
WEST BENGAL,5
JHARKHAND,4
TAMIL NADU,4
MAHARASHTRA,4
RAJASTHAN,3
KARNATAKA,3
ODISHA,2
GUJARAT,2
TELANGANA,1
NAGALAND,1
ANDHRA PRADESH,1
PUNJAB,0
HIMACHAL PRADESH,0
MADHYA PRADESH,0
ARUNACHAL PRADESH,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
UTTARAKHAND,0
JAMMU & KASHMIR,0
HARYANA,0
MEGHALAYA,0
SIKKIM,0
TRIPURA,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
KERALA,0
