State,count
MAHARASHTRA,14
GUJARAT,2
RAJASTHAN,2
CHHATTISGARH,2
GOA,2
KARNATAKA,2
TELANGANA,1
UTTAR PRADESH,1
HARYANA,1
BIHAR,0
DELHI,0
MADHYA PRADESH,0
ASSAM,0
ARUNACHAL PRADESH,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
UTTARAKHAND,0
WEST BENGAL,0
JAMMU & KASHMIR,0
HIMACHAL PRADESH,0
MEGHALAYA,0
SIKKIM,0
JHARKHAND,0
PUNJAB,0
TAMIL NADU,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TRIPURA,0
NAGALAND,0
KERALA,0
