State,count
DELHI,58
GUJARAT,29
HARYANA,21
GOA,12
KARNATAKA,1
UTTAR PRADESH,1
RAJASTHAN,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
TAMIL NADU,0
UTTARAKHAND,0
ASSAM,0
WEST BENGAL,0
JAMMU & KASHMIR,0
HIMACHAL PRADESH,0
MEGHALAYA,0
SIKKIM,0
MADHYA PRADESH,0
JHARKHAND,0
KERALA,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
PUNJAB,0
BIHAR,0
NAGALAND,0
TRIPURA,0
ANDHRA PRADESH,0
ARUNACHAL PRADESH,0
MAHARASHTRA,0
