State,count
RAJASTHAN,26
MAHARASHTRA,23
GUJARAT,22
MADHYA PRADESH,19
CHHATTISGARH,15
UTTAR PRADESH,14
HARYANA,14
KARNATAKA,13
ANDHRA PRADESH,11
WEST BENGAL,9
ODISHA,7
GOA,6
TAMIL NADU,6
HIMACHAL PRADESH,5
PUNJAB,5
BIHAR,4
TELANGANA,2
UTTARAKHAND,2
KERALA,1
DELHI,1
ARUNACHAL PRADESH,0
ASSAM,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
LAKSHADWEEP,0
SIKKIM,0
JHARKHAND,0
NAGALAND,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
TRIPURA,0
MANIPUR,0
MEGHALAYA,0
