State,count
ANDHRA PRADESH,27
MAHARASHTRA,18
TELANGANA,11
DELHI,8
CHANDIGARH,4
GOA,4
ODISHA,3
RAJASTHAN,3
KARNATAKA,3
TAMIL NADU,3
HARYANA,2
GUJARAT,2
WEST BENGAL,1
UTTAR PRADESH,1
LAKSHADWEEP,0
HIMACHAL PRADESH,0
MADHYA PRADESH,0
ASSAM,0
ARUNACHAL PRADESH,0
PUDUCHERRY,0
TRIPURA,0
MIZORAM,0
UTTARAKHAND,0
NAGALAND,0
JAMMU & KASHMIR,0
MEGHALAYA,0
DAMAN AND DIU,0
SIKKIM,0
BIHAR,0
JHARKHAND,0
PUNJAB,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
KERALA,0
