State,count
MAHARASHTRA,3
GOA,1
CHHATTISGARH,1
DELHI,1
GUJARAT,1
TAMIL NADU,1
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
UTTARAKHAND,0
WEST BENGAL,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
RAJASTHAN,0
HIMACHAL PRADESH,0
MEGHALAYA,0
SIKKIM,0
ASSAM,0
MADHYA PRADESH,0
JHARKHAND,0
UTTAR PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
PUNJAB,0
BIHAR,0
NAGALAND,0
KARNATAKA,0
TRIPURA,0
HARYANA,0
ANDHRA PRADESH,0
ARUNACHAL PRADESH,0
KERALA,0
