State,count
MAHARASHTRA,57
MADHYA PRADESH,23
TELANGANA,21
TAMIL NADU,16
CHANDIGARH,15
RAJASTHAN,14
GUJARAT,10
UTTARAKHAND,10
UTTAR PRADESH,10
PUNJAB,9
GOA,9
ODISHA,8
ASSAM,7
HARYANA,6
DELHI,6
WEST BENGAL,5
BIHAR,5
KARNATAKA,4
KERALA,3
ANDHRA PRADESH,3
JHARKHAND,3
TRIPURA,1
JAMMU & KASHMIR,1
ARUNACHAL PRADESH,0
NAGALAND,0
PUDUCHERRY,0
DAMAN AND DIU,0
MIZORAM,0
LAKSHADWEEP,0
MANIPUR,0
MEGHALAYA,0
SIKKIM,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
HIMACHAL PRADESH,0
