State,count
KARNATAKA,14
GOA,14
CHANDIGARH,3
MAHARASHTRA,2
DELHI,2
PUNJAB,2
TELANGANA,2
TAMIL NADU,2
GUJARAT,1
HARYANA,1
ARUNACHAL PRADESH,1
JAMMU & KASHMIR,1
RAJASTHAN,0
PUDUCHERRY,0
ASSAM,0
MADHYA PRADESH,0
MIZORAM,0
UTTARAKHAND,0
WEST BENGAL,0
HIMACHAL PRADESH,0
MEGHALAYA,0
SIKKIM,0
UTTAR PRADESH,0
JHARKHAND,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
BIHAR,0
NAGALAND,0
TRIPURA,0
ANDHRA PRADESH,0
KERALA,0
