State,count
DELHI,71
PUNJAB,22
RAJASTHAN,16
MAHARASHTRA,15
GOA,13
HARYANA,8
JHARKHAND,8
GUJARAT,8
MADHYA PRADESH,7
UTTAR PRADESH,7
KARNATAKA,6
ASSAM,6
BIHAR,5
KERALA,5
ANDHRA PRADESH,4
TAMIL NADU,4
WEST BENGAL,3
CHHATTISGARH,3
TELANGANA,3
SIKKIM,2
TRIPURA,2
NAGALAND,2
ARUNACHAL PRADESH,2
MANIPUR,2
MIZORAM,2
CHANDIGARH,1
JAMMU AND KASHMIR,1
ODISHA,1
HIMACHAL PRADESH,1
JAMMU & KASHMIR,1
PUDUCHERRY,0
LAKSHADWEEP,0
UTTARAKHAND,0
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
MEGHALAYA,0
