State,count
MAHARASHTRA,18
GUJARAT,7
KARNATAKA,5
TELANGANA,5
ANDHRA PRADESH,4
RAJASTHAN,4
MADHYA PRADESH,4
TAMIL NADU,3
PUNJAB,3
GOA,3
CHHATTISGARH,3
HARYANA,1
WEST BENGAL,0
MEGHALAYA,0
HIMACHAL PRADESH,0
JAMMU & KASHMIR,0
CHANDIGARH,0
UTTARAKHAND,0
MIZORAM,0
ASSAM,0
DELHI,0
PUDUCHERRY,0
SIKKIM,0
UTTAR PRADESH,0
JHARKHAND,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
BIHAR,0
NAGALAND,0
TRIPURA,0
ARUNACHAL PRADESH,0
KERALA,0
