State,count
RAJASTHAN,48
GOA,12
UTTARAKHAND,8
GUJARAT,7
MAHARASHTRA,6
KARNATAKA,6
TAMIL NADU,5
ANDHRA PRADESH,3
JHARKHAND,2
PUNJAB,1
HARYANA,1
DELHI,1
ASSAM,0
PUDUCHERRY,0
MIZORAM,0
MADHYA PRADESH,0
WEST BENGAL,0
JAMMU & KASHMIR,0
HIMACHAL PRADESH,0
MEGHALAYA,0
SIKKIM,0
CHANDIGARH,0
UTTAR PRADESH,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
BIHAR,0
NAGALAND,0
TRIPURA,0
ARUNACHAL PRADESH,0
KERALA,0
