State,count
MAHARASHTRA,8
PUNJAB,6
DELHI,4
GUJARAT,4
UTTAR PRADESH,3
MADHYA PRADESH,2
ANDHRA PRADESH,2
GOA,2
WEST BENGAL,1
SIKKIM,1
RAJASTHAN,1
MEGHALAYA,1
TRIPURA,0
HIMACHAL PRADESH,0
JAMMU & KASHMIR,0
CHANDIGARH,0
UTTARAKHAND,0
MIZORAM,0
JHARKHAND,0
PUDUCHERRY,0
ASSAM,0
ARUNACHAL PRADESH,0
TAMIL NADU,0
KARNATAKA,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
HARYANA,0
BIHAR,0
NAGALAND,0
KERALA,0
