State,count
MAHARASHTRA,18
UTTARAKHAND,9
RAJASTHAN,6
ANDHRA PRADESH,3
DELHI,3
KARNATAKA,2
GOA,2
TELANGANA,1
MADHYA PRADESH,1
JHARKHAND,1
UTTAR PRADESH,1
BIHAR,1
GUJARAT,0
MEGHALAYA,0
ARUNACHAL PRADESH,0
ASSAM,0
HARYANA,0
PUDUCHERRY,0
CHANDIGARH,0
MIZORAM,0
TRIPURA,0
WEST BENGAL,0
JAMMU & KASHMIR,0
HIMACHAL PRADESH,0
SIKKIM,0
PUNJAB,0
NAGALAND,0
TAMIL NADU,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
KERALA,0
