State,count
MAHARASHTRA,8
GUJARAT,6
MADHYA PRADESH,5
RAJASTHAN,5
JHARKHAND,5
UTTAR PRADESH,5
ODISHA,4
CHHATTISGARH,4
PUNJAB,4
HARYANA,4
GOA,4
WEST BENGAL,4
UTTARAKHAND,4
BIHAR,3
DELHI,1
TAMIL NADU,1
CHANDIGARH,0
MEGHALAYA,0
MIZORAM,0
PUDUCHERRY,0
ANDHRA PRADESH,0
JAMMU & KASHMIR,0
ASSAM,0
ARUNACHAL PRADESH,0
HIMACHAL PRADESH,0
KARNATAKA,0
SIKKIM,0
NAGALAND,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
MANIPUR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
TRIPURA,0
KERALA,0
