State,count
GOA,12
DELHI,6
RAJASTHAN,4
MAHARASHTRA,2
KARNATAKA,1
CHANDIGARH,1
GUJARAT,1
PUDUCHERRY,0
MIZORAM,0
UTTARAKHAND,0
DADRA AND NAGAR HAVELI,0
WEST BENGAL,0
ASSAM,0
JAMMU & KASHMIR,0
HIMACHAL PRADESH,0
MEGHALAYA,0
SIKKIM,0
MADHYA PRADESH,0
JHARKHAND,0
TAMIL NADU,0
UTTAR PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
MANIPUR,0
ODISHA,0
LAKSHADWEEP,0
DAMAN AND DIU,0
TELANGANA,0
PUNJAB,0
BIHAR,0
NAGALAND,0
TRIPURA,0
HARYANA,0
ANDHRA PRADESH,0
ARUNACHAL PRADESH,0
KERALA,0
