State,count
GOA,17
GUJARAT,14
DELHI,10
MAHARASHTRA,8
WEST BENGAL,5
TAMIL NADU,5
KARNATAKA,4
JAMMU & KASHMIR,4
PUNJAB,3
CHANDIGARH,2
ASSAM,2
ODISHA,2
CHHATTISGARH,2
HIMACHAL PRADESH,2
TELANGANA,2
MIZORAM,1
PUDUCHERRY,1
RAJASTHAN,1
UTTARAKHAND,1
MADHYA PRADESH,1
MEGHALAYA,1
SIKKIM,1
UTTAR PRADESH,1
JHARKHAND,1
MANIPUR,1
BIHAR,1
NAGALAND,1
TRIPURA,1
HARYANA,1
ANDHRA PRADESH,1
KERALA,1
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
ARUNACHAL PRADESH,0
