State,count
ASSAM,13
BIHAR,11
MAHARASHTRA,9
DELHI,8
WEST BENGAL,6
MADHYA PRADESH,4
UTTAR PRADESH,4
DADRA AND NAGAR HAVELI,4
HIMACHAL PRADESH,3
TAMIL NADU,3
ODISHA,3
KARNATAKA,3
PUNJAB,2
GOA,2
UTTARAKHAND,2
KERALA,2
ANDHRA PRADESH,1
GUJARAT,1
MEGHALAYA,0
TELANGANA,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
JHARKHAND,0
CHHATTISGARH,0
MIZORAM,0
DAMAN AND DIU,0
JAMMU & KASHMIR,0
TRIPURA,0
CHANDIGARH,0
NAGALAND,0
HARYANA,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
LAKSHADWEEP,0
