State,count
DELHI,21
RAJASTHAN,10
HARYANA,8
UTTAR PRADESH,6
BIHAR,6
MADHYA PRADESH,5
NAGALAND,5
ASSAM,4
HIMACHAL PRADESH,3
CHHATTISGARH,3
GUJARAT,3
JAMMU & KASHMIR,2
CHANDIGARH,2
TAMIL NADU,2
WEST BENGAL,2
ANDHRA PRADESH,2
PUNJAB,2
ODISHA,2
MANIPUR,1
JHARKHAND,1
KERALA,1
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
GOA,0
KARNATAKA,0
TELANGANA,0
MAHARASHTRA,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
TRIPURA,0
UTTARAKHAND,0
MEGHALAYA,0
SIKKIM,0
LAKSHADWEEP,0
