State,count
HIMACHAL PRADESH,7
DELHI,7
MAHARASHTRA,6
MADHYA PRADESH,5
PUDUCHERRY,4
ASSAM,4
WEST BENGAL,4
BIHAR,3
GOA,3
UTTAR PRADESH,3
TAMIL NADU,3
MEGHALAYA,2
ANDHRA PRADESH,2
SIKKIM,2
JAMMU & KASHMIR,2
KARNATAKA,1
CHANDIGARH,1
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
ODISHA,0
JHARKHAND,0
CHHATTISGARH,0
TELANGANA,0
GUJARAT,0
ARUNACHAL PRADESH,0
MIZORAM,0
KERALA,0
PUNJAB,0
DAMAN AND DIU,0
UTTARAKHAND,0
NAGALAND,0
HARYANA,0
MANIPUR,0
RAJASTHAN,0
JAMMU AND KASHMIR,0
TRIPURA,0
LAKSHADWEEP,0
