State,count
MAHARASHTRA,20
DELHI,13
GUJARAT,7
BIHAR,5
UTTAR PRADESH,4
RAJASTHAN,3
ANDHRA PRADESH,3
WEST BENGAL,3
TRIPURA,3
HARYANA,2
PUNJAB,2
MADHYA PRADESH,2
UTTARAKHAND,2
ASSAM,2
CHHATTISGARH,2
KARNATAKA,2
ODISHA,2
GOA,1
HIMACHAL PRADESH,1
JAMMU & KASHMIR,1
KERALA,1
TAMIL NADU,1
SIKKIM,1
MEGHALAYA,1
JHARKHAND,1
CHANDIGARH,0
DAMAN AND DIU,0
NAGALAND,0
MANIPUR,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
TELANGANA,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
