State,count
RAJASTHAN,18
GUJARAT,9
CHHATTISGARH,8
DELHI,7
MAHARASHTRA,7
MADHYA PRADESH,3
ASSAM,3
KARNATAKA,3
BIHAR,2
JAMMU & KASHMIR,2
HARYANA,2
TAMIL NADU,2
MEGHALAYA,2
ODISHA,2
TELANGANA,2
PUNJAB,1
WEST BENGAL,1
UTTARAKHAND,1
CHANDIGARH,1
JHARKHAND,1
ANDHRA PRADESH,1
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
GOA,0
UTTAR PRADESH,0
KERALA,0
DADRA AND NAGAR HAVELI,0
ARUNACHAL PRADESH,0
DAMAN AND DIU,0
NAGALAND,0
MANIPUR,0
TRIPURA,0
SIKKIM,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
