State,count
DELHI,7
RAJASTHAN,6
GUJARAT,6
PUNJAB,6
MADHYA PRADESH,5
ODISHA,5
KARNATAKA,5
CHHATTISGARH,5
TELANGANA,5
UTTAR PRADESH,5
BIHAR,5
ANDHRA PRADESH,5
ASSAM,4
KERALA,4
UTTARAKHAND,4
HARYANA,4
TAMIL NADU,4
MAHARASHTRA,4
WEST BENGAL,4
CHANDIGARH,3
SIKKIM,2
MANIPUR,2
PUDUCHERRY,2
JHARKHAND,2
ARUNACHAL PRADESH,2
TRIPURA,2
MIZORAM,2
JAMMU & KASHMIR,2
MEGHALAYA,2
NAGALAND,2
HIMACHAL PRADESH,1
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
GOA,0
JAMMU AND KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
