State,count
DELHI,54
GUJARAT,52
ASSAM,25
HARYANA,13
UTTAR PRADESH,11
ODISHA,10
MAHARASHTRA,6
ANDHRA PRADESH,6
RAJASTHAN,6
JHARKHAND,5
KARNATAKA,4
TAMIL NADU,4
WEST BENGAL,3
TELANGANA,3
BIHAR,3
PUNJAB,3
CHANDIGARH,3
KERALA,2
MADHYA PRADESH,2
CHHATTISGARH,2
ARUNACHAL PRADESH,1
UTTARAKHAND,1
HIMACHAL PRADESH,1
JAMMU & KASHMIR,1
MIZORAM,1
GOA,1
MANIPUR,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
MEGHALAYA,0
TRIPURA,0
NAGALAND,0
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
SIKKIM,0
LAKSHADWEEP,0
