State,count
GUJARAT,42
MAHARASHTRA,23
MADHYA PRADESH,13
HARYANA,13
DELHI,12
PUNJAB,11
UTTARAKHAND,9
ANDHRA PRADESH,8
UTTAR PRADESH,6
RAJASTHAN,6
KARNATAKA,4
ASSAM,3
WEST BENGAL,3
JHARKHAND,3
JAMMU AND KASHMIR,3
HIMACHAL PRADESH,2
CHHATTISGARH,2
KERALA,2
ODISHA,2
BIHAR,2
DADRA AND NAGAR HAVELI,1
JAMMU & KASHMIR,1
TAMIL NADU,1
TELANGANA,1
DAMAN AND DIU,0
CHANDIGARH,0
NAGALAND,0
MANIPUR,0
MIZORAM,0
SIKKIM,0
MEGHALAYA,0
TRIPURA,0
GOA,0
ARUNACHAL PRADESH,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
