State,count
KARNATAKA,16
CHANDIGARH,6
PUNJAB,5
DELHI,4
JAMMU AND KASHMIR,2
ANDHRA PRADESH,2
KERALA,1
HARYANA,1
MAHARASHTRA,1
GUJARAT,1
ARUNACHAL PRADESH,1
ODISHA,1
GOA,0
DAMAN AND DIU,0
ASSAM,0
PUDUCHERRY,0
HIMACHAL PRADESH,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU & KASHMIR,0
TAMIL NADU,0
LAKSHADWEEP,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
TELANGANA,0
CHHATTISGARH,0
JHARKHAND,0
MADHYA PRADESH,0
