State,count
GUJARAT,40
PUNJAB,22
SIKKIM,13
MADHYA PRADESH,11
MAHARASHTRA,11
HARYANA,10
HIMACHAL PRADESH,6
TAMIL NADU,5
GOA,4
KARNATAKA,3
DELHI,2
JAMMU & KASHMIR,2
CHANDIGARH,1
DAMAN AND DIU,0
ANDAMAN AND NICOBAR ISLANDS,0
ODISHA,0
PUDUCHERRY,0
ASSAM,0
JHARKHAND,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
KERALA,0
WEST BENGAL,0
TRIPURA,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
RAJASTHAN,0
CHHATTISGARH,0
JAMMU AND KASHMIR,0
TELANGANA,0
ANDHRA PRADESH,0
ARUNACHAL PRADESH,0
BIHAR,0
MEGHALAYA,0
LAKSHADWEEP,0
