State,count
DELHI,35
MAHARASHTRA,11
UTTAR PRADESH,9
RAJASTHAN,7
MADHYA PRADESH,6
WEST BENGAL,6
UTTARAKHAND,5
BIHAR,4
TAMIL NADU,4
JHARKHAND,4
HIMACHAL PRADESH,3
PUNJAB,2
ANDHRA PRADESH,2
GUJARAT,2
KERALA,2
JAMMU & KASHMIR,1
ARUNACHAL PRADESH,1
DADRA AND NAGAR HAVELI,1
TRIPURA,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
ASSAM,0
GOA,0
ODISHA,0
MIZORAM,0
DAMAN AND DIU,0
MEGHALAYA,0
CHANDIGARH,0
KARNATAKA,0
NAGALAND,0
HARYANA,0
MANIPUR,0
CHHATTISGARH,0
SIKKIM,0
JAMMU AND KASHMIR,0
TELANGANA,0
LAKSHADWEEP,0
