State,count
DELHI,83
GUJARAT,45
ASSAM,19
TRIPURA,19
MAHARASHTRA,17
ANDHRA PRADESH,15
RAJASTHAN,14
UTTAR PRADESH,12
MADHYA PRADESH,11
UTTARAKHAND,10
HARYANA,9
KARNATAKA,7
KERALA,7
ODISHA,6
PUNJAB,6
TELANGANA,5
TAMIL NADU,4
CHANDIGARH,2
JAMMU & KASHMIR,2
BIHAR,1
PUDUCHERRY,1
WEST BENGAL,1
SIKKIM,0
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
JHARKHAND,0
GOA,0
CHHATTISGARH,0
MIZORAM,0
MANIPUR,0
DADRA AND NAGAR HAVELI,0
MEGHALAYA,0
DAMAN AND DIU,0
NAGALAND,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
